,I_weight,H_weight,O_weight
12892,0.99,,
12893,2.53,,
12894,1.31,,
12895,3.3,,
12896,1.93,,
12897,0.58,,
12898,1.09,,
12899,1.28,,
12900,3.94,,
12901,2.42,,
12902,2.15,,
12903,3.3,,
12904,2.58,,
12905,3.83,,
12906,2.39,,
12907,0.48,,
12908,2.93,,
12909,2.94,,
12910,0.78,,
12911,3.2,,
12912,1.13,,
12913,3.16,,
12914,1.69,,
12915,3.27,,
12916,0.04,,
12917,1.04,,
12918,0.58,,
12919,0.1,,
12920,2.61,,
12921,3.05,,
12922,0.31,,
12923,1.86,,
12924,3.64,,
12925,0.59,,
12926,2.5,,
12927,2.22,,
12928,2.38,,
12929,3.03,,
12930,0.43,,
12931,1.09,,
12932,1.1,,
12933,2.83,,
12934,1.81,,
12935,0.65,,
12936,0.51,,
12937,3.82,,
12938,0.5,,
12939,3.47,,
12940,2.21,,
12941,1.48,,
12942,1.26,,
12943,2.88,,
12944,2.2,,
12945,2.52,,
12946,2.59,,
12947,1.58,,
12948,1.31,,
12949,3.34,,
12950,0.14,,
12951,1.13,,
12952,2.26,,
12953,2.27,,
12954,3.53,,
12955,0.22,,
12956,2.87,,
12957,0.53,,
12958,0.26,,
12959,0.27,,
12960,0.61,,
12961,2.09,,
12962,3.76,,
12963,0.94,,
12964,3.02,,
12965,3.89,,
12966,1.35,,
12967,1.65,,
12968,3.0,,
12969,1.97,,
12970,2.18,,
12971,2.1,,
12972,2.57,,
12973,1.58,,
12974,0.62,,
12975,3.29,,
12976,3.26,,
12977,1.79,,
12978,0.46,,
12979,3.65,,
12980,1.04,,
12981,0.96,,
12982,2.58,,
12983,2.23,,
12984,0.21,,
12985,3.37,,
12986,0.9,,
12987,0.17,,
12988,0.88,,
12989,0.93,,
12990,0.61,,
12991,3.48,,
12992,2.0,,
12993,1.29,,
12994,3.02,,
12995,2.68,,
12996,0.08,,
12997,3.06,,
12998,1.97,,
12999,2.68,,
13000,2.79,,
13001,2.2,,
13002,0.16,,
13003,2.36,,
13004,0.84,,
13005,2.33,,
13006,0.03,,
13007,2.81,,
13008,2.33,,
13009,1.47,,
13010,3.59,,
13011,0.66,,
13012,0.85,,
13013,2.14,,
13014,3.66,,
13015,2.98,,
13016,1.13,,
13017,2.23,,
13018,2.04,,
13019,0.64,,
13020,0.81,,
13021,2.43,,
13022,1.34,,
13023,1.31,,
13024,1.04,,
13025,0.48,,
13026,1.14,,
13027,0.12,,
13028,2.41,,
13029,2.61,,
13030,2.05,,
13031,1.62,,
13032,0.74,,
13033,0.17,,
13034,3.22,,
13035,2.97,,
13036,3.5,,
13037,0.8,,
13038,2.28,,
13039,2.99,,
13040,3.33,,
13041,2.7,,
13042,3.55,,
13043,3.27,,
13044,1.44,,
13045,0.22,,
13046,2.5,,
13047,2.27,,
13048,3.54,,
13049,1.01,,
13050,2.04,,
13051,1.24,,
13052,0.87,,
13053,0.72,,
13054,1.34,,
13055,2.0,,
13056,2.88,,
13057,2.88,,
13058,1.83,,
13059,1.56,,
13060,3.02,,
13061,3.68,,
13062,1.92,,
13063,2.39,,
13064,3.18,,
13065,2.67,,
13066,3.75,,
13067,0.31,,
13068,0.43,,
13069,0.0,,
13070,0.12,,
13071,0.2,,
13072,0.04,,
13073,1.1,,
13074,0.0,,
13075,1.78,,
13076,2.91,,
13077,3.84,,
13078,0.39,,
13079,1.47,,
13080,2.58,,
13081,3.88,,
13082,2.97,,
13083,1.49,,
13084,1.12,,
13085,2.61,,
13086,1.19,,
13087,0.14,,
13088,0.48,,
13089,0.57,,
13090,1.83,,
13091,3.73,,
13092,3.93,,
13093,3.66,,
13094,0.48,,
13095,2.55,,
13096,3.81,,
13097,3.17,,
13098,3.52,,
13099,3.73,,
13100,0.7,,
13101,0.45,,
13102,2.9,,
13103,1.82,,
13104,3.55,,
13105,2.78,,
13106,1.09,,
13107,0.09,,
13108,2.25,,
13109,0.25,,
13110,2.77,,
13111,0.86,,
13112,1.59,,
13113,1.51,,
13114,0.15,,
13115,1.73,,
13116,1.86,,
13117,0.7,,
13118,0.05,,
13119,3.59,,
13120,2.63,,
13121,3.84,,
13122,3.51,,
13123,2.84,,
13124,2.88,,
13125,0.81,,
13126,1.07,,
13127,2.68,,
13128,3.85,,
13129,0.75,,
13130,2.76,,
13131,3.24,,
13132,3.98,,
13133,0.18,,
13134,2.25,,
13135,3.43,,
13136,2.24,,
13137,2.81,,
13138,3.17,,
13139,2.86,,
13140,2.97,,
13141,1.15,,
13142,0.35,,
13143,1.47,,
13144,3.28,,
13145,2.18,,
13146,1.49,,
13147,3.61,,
13148,2.9,,
13149,2.16,,
13150,1.28,,
13151,2.56,,
13152,1.63,,
13153,2.32,,
13154,1.49,,
13155,3.93,,
13156,3.07,,
13157,0.59,,
13158,2.69,,
13159,3.56,,
13160,2.7,,
13161,1.63,,
13162,3.85,,
13163,0.35,,
13164,1.01,,
13165,0.55,,
13166,3.7,,
13167,2.58,,
13168,1.8,,
13169,2.16,,
13170,2.72,,
13171,3.56,,
13172,1.37,,
13173,3.67,,
13174,3.93,,
13175,0.58,,
13176,1.37,,
13177,2.53,,
13178,2.98,,
13179,3.4,,
13180,2.29,,
13181,3.91,,
13182,3.17,,
13183,3.3,,
13184,1.59,,
13185,3.29,,
13186,3.52,,
13187,3.96,,
13188,2.18,,
13189,2.08,,
13190,2.3,,
13191,1.02,,
13192,2.2,,
13193,3.77,,
13194,2.96,,
13195,2.74,,
13196,3.15,,
13197,1.96,,
13198,1.3,,
13199,3.35,,
13200,1.49,,
13201,3.75,,
13202,2.09,,
13203,3.28,,
13204,0.88,,
13205,1.4,,
13206,1.63,,
13207,3.01,,
13208,0.43,,
13209,2.56,,
13210,1.81,,
13211,3.34,,
13212,3.58,,
13213,0.75,,
13214,0.0,,
13215,3.17,,
13216,2.02,,
13217,0.43,,
13218,0.58,,
13219,0.29,,
13220,3.8,,
13221,0.97,,
13222,1.62,,
13223,3.3,,
13224,2.17,,
13225,0.39,,
13226,3.26,,
13227,0.09,,
13228,0.12,,
13229,0.48,,
13230,0.74,,
13231,3.1,,
13232,0.29,,
13233,1.01,,
13234,3.8,,
13235,1.69,,
13236,1.43,,
13237,1.61,,
13238,2.79,,
13239,1.2,,
13240,1.55,,
13241,0.83,,
13242,1.71,,
13243,2.36,,
13244,1.91,,
13245,2.46,,
13246,0.17,,
13247,1.97,,
13248,0.13,,
13249,1.28,,
13250,0.12,,
13251,2.8,,
13252,3.44,,
13253,1.54,,
13254,2.16,,
13255,0.39,,
13256,2.75,,
13257,2.48,,
13258,1.4,,
13259,3.89,,
13260,1.96,,
13261,0.11,,
13262,0.15,,
13263,1.95,,
13264,3.62,,
13265,1.9,,
13266,2.17,,
13267,0.33,,
13268,2.9,,
13269,2.86,,
13270,3.69,,
13271,1.82,,
13272,3.0,,
13273,0.97,,
13274,3.94,,
13275,0.14,,
13276,1.24,,
13277,3.11,,
13278,3.42,,
13279,0.87,,
13280,1.64,,
13281,0.04,,
13282,0.51,,
13283,3.45,,
13284,3.12,,
13285,3.74,,
13286,1.78,,
13287,2.01,,
13288,1.85,,
13289,2.79,,
13290,1.55,,
13291,3.7,,
13292,2.61,,
13293,0.19,,
13294,2.34,,
13295,2.79,,
13296,1.96,,
13297,3.61,,
13298,1.17,,
13299,0.65,,
13300,1.16,,
13301,1.33,,
13302,0.44,,
13303,0.62,,
13304,3.35,,
13305,0.8,,
13306,1.94,,
13307,0.02,,
13308,3.1,,
13309,3.23,,
13310,3.62,,
13311,3.09,,
13312,0.18,,
13313,0.73,,
13314,1.36,,
13315,2.73,,
13316,3.38,,
13317,0.91,,
13318,1.78,,
13319,2.8,,
13320,3.65,,
13321,0.41,,
13322,0.56,,
13323,2.96,,
13324,3.79,,
13325,2.25,,
13326,1.75,,
13327,1.47,,
13328,2.8,,
13329,0.08,,
13330,2.1,,
13331,2.78,,
13332,2.54,,
13333,0.43,,
13334,1.89,,
13335,1.12,,
13336,2.23,,
13337,1.69,,
13338,0.26,,
13339,1.05,,
13340,3.79,,
13341,1.43,,
13342,1.61,,
13343,3.68,,
13344,3.63,,
13345,3.5,,
13346,0.48,,
13347,0.65,,
13348,2.28,,
13349,2.66,,
13350,1.78,,
13351,3.99,,
13352,1.49,,
13353,1.05,,
13354,0.27,,
13355,3.16,,
13356,0.74,,
13357,1.65,,
13358,2.24,,
13359,0.93,,
13360,0.59,,
13361,0.53,,
13362,2.81,,
13363,0.04,,
13364,0.24,,
13365,3.15,,
13366,0.45,,
13367,2.66,,
13368,2.34,,
13369,0.04,,
13370,3.52,,
13371,0.55,,
13372,3.68,,
13373,3.44,,
13374,3.2,,
13375,0.75,,
13376,1.9,,
13377,1.91,,
13378,0.4,,
13379,1.55,,
13380,2.53,,
13381,2.17,,
13382,3.22,,
13383,0.58,,
13384,0.51,,
13385,2.04,,
13386,3.44,,
13387,0.27,,
13388,2.05,,
13389,3.95,,
13390,2.26,,
13391,0.99,,
13392,3.01,,
13393,3.36,,
13394,1.45,,
13395,0.9,,
13396,1.05,,
13397,0.24,,
13398,1.73,,
13399,3.48,,
13400,3.12,,
13401,0.11,,
13402,2.69,,
13403,3.72,,
13404,1.56,,
13405,2.43,,
13406,3.47,,
13407,2.99,,
13408,0.51,,
13409,2.46,,
13410,3.16,,
13411,3.55,,
13412,2.58,,
13413,3.02,,
13414,0.63,,
13415,2.4,,
13416,1.15,,
13417,3.09,,
13418,1.73,,
13419,0.12,,
13420,0.27,,
13421,0.34,,
13422,3.57,,
13423,0.58,,
13424,2.57,,
13425,1.48,,
13426,1.57,,
13427,1.86,,
13428,3.23,,
13429,3.67,,
13430,1.21,,
13431,2.14,,
13432,1.31,,
13433,1.23,,
13434,3.79,,
13435,2.05,,
13436,1.54,,
13437,3.48,,
13438,2.75,,
13439,2.78,,
13440,3.69,,
13441,2.42,,
13442,2.64,,
13443,2.3,,
13444,1.88,,
13445,0.36,,
13446,1.96,,
13447,1.37,,
13448,2.07,,
13449,2.53,,
13450,1.01,,
13451,1.07,,
13452,1.09,,
13453,1.16,,
13454,2.05,,
13455,1.25,,
13456,3.62,,
13457,3.63,,
13458,2.26,,
13459,1.39,,
13460,1.23,,
13461,3.3,,
13462,2.07,,
13463,1.65,,
13464,1.06,,
13465,1.7,,
13466,2.64,,
13467,3.07,,
13468,3.56,,
13469,0.56,,
13470,3.08,,
13471,1.18,,
13472,2.75,,
13473,1.45,,
13474,2.17,,
13475,1.28,,
13476,3.19,,
13477,2.33,,
13478,0.69,,
13479,2.9,,
13480,3.5,,
13481,2.55,,
13482,0.82,,
13483,3.16,,
13484,3.32,,
13485,0.73,,
13486,2.59,,
13487,1.99,,
13488,0.98,,
13489,1.94,,
13490,1.08,,
13491,2.27,,
13492,2.15,,
13493,0.59,,
13494,2.42,,
13495,1.01,,
13496,3.87,,
13497,3.25,,
13498,3.94,,
13499,0.01,,
13500,0.76,,
13501,3.74,,
13502,3.71,,
13503,1.82,,
13504,3.96,,
13505,2.33,,
13506,1.11,,
13507,2.27,,
13508,0.8,,
13509,0.2,,
13510,1.71,,
13511,3.93,,
13512,2.38,,
13513,1.91,,
13514,1.55,,
13515,0.48,,
13516,0.72,,
13517,1.45,,
13518,3.21,,
13519,0.22,,
13520,3.39,,
13521,1.11,,
13522,2.19,,
13523,1.07,,
13524,3.14,,
13525,3.7,,
13526,2.75,,
13527,0.82,,
13528,3.57,,
13529,2.27,,
13530,0.04,,
13531,1.35,,
13532,2.5,,
13533,1.11,,
13534,1.72,,
13535,0.92,,
13536,2.47,,
13537,2.28,,
13538,1.07,,
13539,2.21,,
13540,3.36,,
13541,0.61,,
13542,2.21,,
13543,1.27,,
13544,0.88,,
13545,3.22,,
13546,3.3,,
13547,0.81,,
13548,2.47,,
13549,3.82,,
13550,0.36,,
13551,2.96,,
13552,3.91,,
13553,1.08,,
13554,1.95,,
13555,0.38,,
13556,3.38,,
13557,0.88,,
13558,1.84,,
13559,0.66,,
13560,0.69,,
13561,0.88,,
13562,0.43,,
13563,0.96,,
13564,1.23,,
13565,2.32,,
13566,2.4,,
13567,1.55,,
13568,0.85,,
13569,0.4,,
13570,0.33,,
13571,2.85,,
13572,1.77,,
13573,2.96,,
13574,1.54,,
13575,2.46,,
13576,1.52,,
13577,2.17,,
13578,1.09,,
13579,3.53,,
13580,1.97,,
13581,3.16,,
13582,2.1,,
13583,1.29,,
13584,2.0,,
13585,2.46,,
13586,3.35,,
13587,2.43,,
13588,1.49,,
13589,2.81,,
13590,2.4,,
13591,2.8,,
13592,1.51,,
13593,3.15,,
13594,0.83,,
13595,1.26,,
13596,1.62,,
13597,1.0,,
13598,1.16,,
13599,0.92,,
13600,2.4,,
13601,1.88,,
13602,0.1,,
13603,3.74,,
13604,0.98,,
13605,2.79,,
13606,1.81,,
13607,3.2,,
13608,1.56,,
13609,1.38,,
13610,1.52,,
13611,1.96,,
13612,2.9,,
13613,3.64,,
13614,0.36,,
13615,1.02,,
13616,0.91,,
13617,1.47,,
13618,3.99,,
13619,1.91,,
13620,0.67,,
13621,3.41,,
13622,2.58,,
13623,2.4,,
13624,3.24,,
13625,3.38,,
13626,3.92,,
13627,1.46,,
13628,3.04,,
13629,0.36,,
13630,3.66,,
13631,0.37,,
13632,2.78,,
13633,0.2,,
13634,0.32,,
13635,3.73,,
13636,1.81,,
13637,1.17,,
13638,3.43,,
13639,1.11,,
13640,3.66,,
13641,0.92,,
13642,1.25,,
13643,2.08,,
13644,0.93,,
13645,0.37,,
13646,0.21,,
13647,2.62,,
13648,3.14,,
13649,3.82,,
13650,3.77,,
13651,0.7,,
13652,2.19,,
13653,3.77,,
13654,3.58,,
13655,0.94,,
13656,3.23,,
13657,0.78,,
13658,2.85,,
13659,0.27,,
13660,0.41,,
13661,3.27,,
13662,0.71,,
13663,0.5,,
13664,1.85,,
13665,3.04,,
13666,2.89,,
13667,0.61,,
13668,3.73,,
13669,0.98,,
13670,0.03,,
13671,3.42,,
13672,3.07,,
13673,2.05,,
13674,0.08,,
13675,2.02,,
13676,0.23,,
13677,0.54,,
13678,0.19,,
13679,0.62,,
13680,0.53,,
13681,3.45,,
13682,3.34,,
13683,2.3,,
13684,1.12,,
13685,0.98,,
13686,0.7,,
13687,0.44,,
13688,0.99,,
13689,2.56,,
13690,3.02,,
13691,0.27,,
13692,1.51,,
13693,0.0,,
13694,1.84,,
13695,3.2,,
13696,2.71,,
13697,1.58,,
13698,2.17,,
13699,1.62,,
13700,2.1,,
13701,3.85,,
13702,3.77,,
13703,1.42,,
13704,2.42,,
13705,2.87,,
13706,3.0,,
13707,3.01,,
13708,2.09,,
13709,1.63,,
13710,2.01,,
13711,2.0,,
13712,3.22,,
13713,0.83,,
13714,2.4,,
13715,1.47,,
13716,1.19,,
13717,2.42,,
13718,1.65,,
13719,1.5,,
13720,1.49,,
13721,1.26,,
13722,0.79,,
13723,0.06,,
13724,1.74,,
13725,2.55,,
13726,0.59,,
13727,3.46,,
13728,3.16,,
13729,3.0,,
13730,2.6,,
13731,1.21,,
13732,0.98,,
13733,0.07,,
13734,0.91,,
13735,1.76,,
13736,1.95,,
13737,1.87,,
13738,1.86,,
13739,3.53,,
13740,1.85,,
13741,1.66,,
13742,0.21,,
13743,3.79,,
13744,3.59,,
13745,3.69,,
13746,1.18,,
13747,0.21,,
13748,1.86,,
13749,1.55,,
13750,2.61,,
13751,1.73,,
13752,2.39,,
13753,1.42,,
13754,2.05,,
13755,1.91,,
13756,3.74,,
13757,3.47,,
13758,1.92,,
13759,1.41,,
13760,0.77,,
13761,3.69,,
13762,0.66,,
13763,3.97,,
13764,0.58,,
13765,2.84,,
13766,1.08,,
13767,0.1,,
13768,0.87,,
13769,2.08,,
13770,0.1,,
13771,1.61,,
13772,3.19,,
13773,1.84,,
13774,2.49,,
13775,1.14,,
13776,0.2,,
13777,2.07,,
13778,0.49,,
13779,1.75,,
13780,1.95,,
13781,3.05,,
13782,0.14,,
13783,3.12,,
13784,2.91,,
13785,2.27,,
13786,0.27,,
13787,3.87,,
13788,3.73,,
13789,1.51,,
13790,2.64,,
13791,1.76,,
13792,2.89,,
13793,1.07,,
13794,0.57,,
13795,3.66,,
13796,0.37,,
13797,1.54,,
13798,1.58,,
13799,0.17,,
13800,1.21,,
13801,3.81,,
13802,0.78,,
13803,2.28,,
13804,1.67,,
13805,3.3,,
13806,0.61,,
13807,2.19,,
13808,1.02,,
13809,3.66,,
13810,0.0,,
13811,0.26,,
13812,3.44,,
13813,1.06,,
13814,1.93,,
13815,0.26,,
13816,1.87,,
13817,3.92,,
13818,3.7,,
13819,1.97,,
13820,0.32,,
13821,1.84,,
13822,3.6,,
13823,2.47,,
13824,3.92,,
13825,3.4,,
13826,3.82,,
13827,1.03,,
13828,2.23,,
13829,3.56,,
13830,3.26,,
13831,1.32,,
13832,2.66,,
13833,2.11,,
13834,2.67,,
13835,3.34,,
13836,2.36,,
13837,2.73,,
13838,3.22,,
13839,3.11,,
13840,0.98,,
13841,3.26,,
13842,1.74,,
13843,1.09,,
13844,3.76,,
13845,1.2,,
13846,3.89,,
13847,3.97,,
13848,0.21,,
13849,2.37,,
13850,3.21,,
13851,1.03,,
13852,3.3,,
13853,2.22,,
13854,3.38,,
13855,0.88,,
13856,3.82,,
13857,1.86,,
13858,0.61,,
13859,0.39,,
13860,2.17,,
13861,1.45,,
13862,2.97,,
13863,1.68,,
13864,1.32,,
13865,0.32,,
13866,0.65,,
13867,1.92,,
13868,3.71,,
13869,0.27,,
13870,1.26,,
13871,3.56,,
13872,1.74,,
13873,3.26,,
13874,0.62,,
13875,1.89,,
13876,0.12,,
13877,3.75,,
13878,0.47,,
13879,0.94,,
13880,3.52,,
13881,1.97,,
13882,3.83,,
13883,2.35,,
13884,1.62,,
13885,3.4,,
13886,1.15,,
13887,2.44,,
13888,0.66,,
13889,0.64,,
13890,1.31,,
13891,1.51,,
13892,0.33,,
13893,0.33,,
13894,3.18,,
13895,0.03,,
13896,2.16,,
13897,1.97,,
13898,0.37,,
13899,3.88,,
13900,3.23,,
13901,2.59,,
13902,3.97,,
13903,0.01,,
13904,0.71,,
13905,0.53,,
13906,3.93,,
13907,1.47,,
13908,2.74,,
13909,3.31,,
13910,1.43,,
13911,2.29,,
13912,0.16,,
13913,3.57,,
13914,1.32,,
13915,0.16,,
13916,2.33,,
13917,3.95,,
13918,2.46,,
13919,3.29,,
13920,0.77,,
13921,0.68,,
13922,1.56,,
13923,3.97,,
13924,0.43,,
13925,2.37,,
13926,2.46,,
13927,2.1,,
13928,3.33,,
13929,1.14,,
13930,0.26,,
13931,2.42,,
13932,1.04,,
13933,2.57,,
13934,2.8,,
13935,0.38,,
13936,2.43,,
13937,2.76,,
13938,0.13,,
13939,3.41,,
13940,2.66,,
13941,2.78,,
13942,3.24,,
13943,1.44,,
13944,2.04,,
13945,1.17,,
13946,2.82,,
13947,1.6,,
13948,3.23,,
13949,0.94,,
13950,3.94,,
13951,1.24,,
13952,1.31,,
13953,0.96,,
13954,0.59,,
13955,0.62,,
13956,0.32,,
13957,2.35,,
13958,0.47,,
13959,0.43,,
13960,1.8,,
13961,0.6,,
13962,0.29,,
13963,3.08,,
13964,2.75,,
13965,2.32,,
13966,2.87,,
13967,1.74,,
13968,0.49,,
13969,2.58,,
13970,3.77,,
13971,2.21,,
13972,2.35,,
13973,3.75,,
13974,0.84,,
13975,1.89,,
13976,0.14,,
13977,0.63,,
13978,0.77,,
13979,0.26,,
13980,0.13,,
13981,3.41,,
13982,1.01,,
13983,0.75,,
13984,1.99,,
13985,2.63,,
13986,1.59,,
13987,2.84,,
13988,1.29,,
13989,0.53,,
13990,1.31,,
13991,3.87,,
13992,1.69,,
13993,1.26,,
13994,3.66,,
13995,2.27,,
13996,2.8,,
13997,0.03,,
13998,3.13,,
13999,3.82,,
14000,1.66,,
14001,1.95,,
14002,3.95,,
14003,0.59,,
14004,3.54,,
14005,0.96,,
14006,2.42,,
14007,3.83,,
14008,3.63,,
14009,2.88,,
14010,1.67,,
14011,3.08,,
14012,2.53,,
14013,2.85,,
14014,3.2,,
14015,1.49,,
14016,0.01,,
14017,1.93,,
14018,3.3,,
14019,2.0,,
14020,0.84,,
14021,1.33,,
14022,2.63,,
14023,2.95,,
14024,2.02,,
14025,2.12,,
14026,3.56,,
14027,3.97,,
14028,2.45,,
14029,2.45,,
14030,1.74,,
14031,3.8,,
14032,3.2,,
14033,1.82,,
14034,2.88,,
14035,2.19,,
14036,2.16,,
14037,3.02,,
14038,0.18,,
14039,1.33,,
14040,1.63,,
14041,2.51,,
14042,3.17,,
14043,1.9,,
14044,3.51,,
14045,3.72,,
14046,3.66,,
14047,2.44,,
14048,0.92,,
14049,1.26,,
14050,2.36,,
14051,1.8,,
14052,1.2,,
14053,2.61,,
14054,0.15,,
14055,0.92,,
14056,3.62,,
14057,1.02,,
14058,1.06,,
14059,2.12,,
14060,0.16,,
14061,3.81,,
14062,1.8,,
14063,1.59,,
14064,1.72,,
14065,3.83,,
14066,3.21,,
14067,1.09,,
14068,3.26,,
14069,2.19,,
14070,1.67,,
14071,2.01,,
14072,3.81,,
14073,3.18,,
14074,2.56,,
14075,1.22,,
14076,2.4,,
14077,0.2,,
14078,3.96,,
14079,0.85,,
14080,2.65,,
14081,1.15,,
14082,0.46,,
14083,0.94,,
14084,3.96,,
14085,2.24,,
14086,1.31,,
14087,2.18,,
14088,0.8,,
14089,2.74,,
14090,0.32,,
14091,2.59,,
14092,3.79,,
14093,0.08,,
14094,0.52,,
14095,3.0,,
14096,1.03,,
14097,2.63,,
14098,2.69,,
14099,1.66,,
14100,3.62,,
14101,0.82,,
14102,0.66,,
14103,0.39,,
14104,3.73,,
14105,1.24,,
14106,2.17,,
14107,2.19,,
14108,0.27,,
14109,3.93,,
14110,3.49,,
14111,3.41,,
14112,0.01,,
14113,0.96,,
14114,3.11,,
14115,3.18,,
14116,3.78,,
14117,3.86,,
14118,0.45,,
14119,1.81,,
14120,0.49,,
14121,3.06,,
14122,3.12,,
14123,1.86,,
14124,0.49,,
14125,2.67,,
14126,1.11,,
14127,0.33,,
14128,3.16,,
14129,1.41,,
14130,1.55,,
14131,0.76,,
14132,3.78,,
14133,2.9,,
14134,3.64,,
14135,2.48,,
14136,3.88,,
14137,3.07,,
14138,3.97,,
14139,0.65,,
14140,1.37,,
14141,2.09,,
14142,2.76,,
14143,0.78,,
14144,3.96,,
14145,3.03,,
14146,1.41,,
14147,1.36,,
14148,1.56,,
14149,3.03,,
14150,0.41,,
14151,2.05,,
14152,3.25,,
14153,0.85,,
14154,0.76,,
14155,2.55,,
14156,3.09,,
14157,2.99,,
14158,0.27,,
14159,3.97,,
14160,0.91,,
14161,2.63,,
14162,3.65,,
14163,1.98,,
14164,3.08,,
14165,1.55,,
14166,2.57,,
14167,0.8,,
14168,0.17,,
14169,1.81,,
14170,0.01,,
14171,1.42,,
14172,3.95,,
14173,3.74,,
14174,2.59,,
14175,1.66,,
14176,3.35,,
14177,3.88,,
14178,3.45,,
14179,0.34,,
14180,3.37,,
14181,2.38,,
14182,2.25,,
14183,0.47,,
14184,0.54,,
14185,1.98,,
14186,3.98,,
14187,2.9,,
14188,1.36,,
14189,2.5,,
14190,0.13,,
14191,3.34,,
14192,1.27,,
14193,1.25,,
14194,3.29,,
14195,1.17,,
14196,3.43,,
14197,0.22,,
14198,1.2,,
14199,3.86,,
14200,0.55,,
14201,1.03,,
14202,1.52,,
14203,0.61,,
14204,1.36,,
14205,1.65,,
14206,0.3,,
14207,2.12,,
14208,0.3,,
14209,1.23,,
14210,1.2,,
14211,0.09,,
14212,3.93,,
14213,1.31,,
14214,2.85,,
14215,3.48,,
14216,3.73,,
14217,2.41,,
14218,3.41,,
14219,1.45,,
14220,0.38,,
14221,1.06,,
14222,1.34,,
14223,3.55,,
14224,0.73,,
14225,0.85,,
14226,3.2,,
14227,0.93,,
14228,1.11,,
14229,3.37,,
14230,2.2,,
14231,2.17,,
14232,3.44,,
14233,3.25,,
14234,2.2,,
14235,2.31,,
14236,2.76,,
14237,1.19,,
14238,2.21,,
14239,1.19,,
14240,3.58,,
14241,3.01,,
14242,0.16,,
14243,3.68,,
14244,1.68,,
14245,2.63,,
14246,1.08,,
14247,0.21,,
14248,0.27,,
14249,3.8,,
14250,2.35,,
14251,0.43,,
14252,1.91,,
14253,1.88,,
14254,1.44,,
14255,2.17,,
14256,1.06,,
14257,2.36,,
14258,2.24,,
14259,3.18,,
14260,0.33,,
14261,0.67,,
14262,2.59,,
14263,2.28,,
14264,3.47,,
14265,2.52,,
14266,0.07,,
14267,0.87,,
14268,2.83,,
14269,0.68,,
14270,3.83,,
14271,3.46,,
14272,2.04,,
14273,3.96,,
14274,0.02,,
14275,2.09,,
14276,1.09,,
14277,3.18,,
14278,3.11,,
14279,0.75,,
14280,2.19,,
14281,0.24,,
14282,0.84,,
14283,2.67,,
14284,0.77,,
14285,2.11,,
14286,1.38,,
14287,1.62,,
14288,2.36,,
14289,3.64,,
14290,1.15,,
14291,1.0,,
14292,3.42,,
14293,0.5,,
14294,1.68,,
14295,2.59,,
14296,1.99,,
14297,3.91,,
14298,1.62,,
14299,0.76,,
14300,1.01,,
14301,0.51,,
14302,0.74,,
14303,2.56,,
14304,0.48,,
14305,2.68,,
14306,0.53,,
14307,0.16,,
14308,3.99,,
14309,2.98,,
14310,2.93,,
14311,2.74,,
14312,0.53,,
14313,0.87,,
14314,3.84,,
14315,2.3,,
14316,2.61,,
14317,2.87,,
14318,3.32,,
14319,0.06,,
14320,0.43,,
14321,0.83,,
14322,0.58,,
14323,2.9,,
14324,3.14,,
14325,3.48,,
14326,1.3,,
14327,1.64,,
14328,2.64,,
14329,2.72,,
14330,1.77,,
14331,0.81,,
14332,2.54,,
14333,0.83,,
14334,1.41,,
14335,3.48,,
14336,3.43,,
14337,2.65,,
14338,1.96,,
14339,3.8,,
14340,1.75,,
14341,1.01,,
14342,1.73,,
14343,0.63,,
14344,3.13,,
14345,3.33,,
14346,2.99,,
14347,2.1,,
14348,0.82,,
14349,0.44,,
14350,1.15,,
14351,1.13,,
14352,0.71,,
14353,3.08,,
14354,1.89,,
14355,3.05,,
14356,0.26,,
14357,1.82,,
14358,1.21,,
14359,0.9,,
14360,0.8,,
14361,3.46,,
14362,3.36,,
14363,3.85,,
14364,1.08,,
14365,1.92,,
14366,1.75,,
14367,0.53,,
14368,3.12,,
14369,2.58,,
14370,1.54,,
14371,3.95,,
14372,2.21,,
14373,2.57,,
14374,0.58,,
14375,1.07,,
14376,1.48,,
14377,1.02,,
14378,0.4,,
14379,3.45,,
14380,2.07,,
14381,1.24,,
14382,1.61,,
14383,0.25,,
14384,3.83,,
14385,0.43,,
14386,3.6,,
14387,1.01,,
14388,0.98,,
14389,3.83,,
14390,3.73,,
14391,3.42,,
14392,2.3,,
14393,3.7,,
14394,3.69,,
14395,2.51,,
14396,3.91,,
14397,0.01,,
14398,3.83,,
14399,1.31,,
14400,2.76,,
14401,2.22,,
14402,2.27,,
14403,0.01,,
14404,0.77,,
14405,0.43,,
14406,1.23,,
14407,3.06,,
14408,1.0,,
14409,3.22,,
14410,2.34,,
14411,2.52,,
14412,2.68,,
14413,3.84,,
14414,2.26,,
14415,1.43,,
14416,1.52,,
14417,2.5,,
14418,3.56,,
14419,1.3,,
14420,3.43,,
14421,1.43,,
14422,3.04,,
14423,2.13,,
14424,1.97,,
14425,1.72,,
14426,2.25,,
14427,2.76,,
14428,0.41,,
14429,3.58,,
14430,0.93,,
14431,3.47,,
14432,0.82,,
14433,1.65,,
14434,3.98,,
14435,0.29,,
14436,2.72,,
14437,3.9,,
14438,1.77,,
14439,0.54,,
14440,2.95,,
14441,0.87,,
14442,0.39,,
14443,1.03,,
14444,3.67,,
